IID,T1,T2,AGE,SEX,PC1,PC2,PC3,PC4,PC5,pop,super_pop
NA19439,2,2,52,2,0.0326213,-0.00335252,-0.000223485,0.000854624,0.0533468,LWK,AFR
NA19440,1,2,51,2,0.0321877,-0.00296987,0.00103676,0.00259743,0.0519362,LWK,AFR
NA19443,1,1,52,1,0.0323811,-0.00327841,0.000335758,0.00129381,0.0537712,LWK,AFR
NA19445,1,1,60,2,0.0323933,-0.00314413,0.000879371,0.00208304,0.0531457,LWK,AFR
NA19446,1,2,50,2,0.0326046,-0.00309494,1.00009e-05,0.00122027,0.0516953,LWK,AFR
NA19448,1,1,44,1,0.0317391,-0.0033349,0.000688966,0.00241168,0.056861,LWK,AFR
NA19449,2,1,48,2,0.0323047,-0.00360451,0.000740514,0.00146282,0.0510504,LWK,AFR
NA19451,1,2,57,1,0.032543,-0.00309335,0.00130836,0.00156312,0.0619952,LWK,AFR
NA19452,1,1,54,1,0.0312458,-0.00309504,0.000774697,0.00265933,0.0566533,LWK,AFR
NA19454,2,2,48,1,0.0325793,-0.00316883,0.000584502,0.00123972,0.0499747,LWK,AFR
NA19455,2,2,49,1,0.0322622,-0.00333804,0.00070717,0.00182398,0.0523303,LWK,AFR
NA19456,2,2,55,2,0.0321793,-0.00361628,0.000223752,0.000548589,0.0506945,LWK,AFR
NA19457,2,2,63,2,0.0323251,-0.0031286,0.000778068,0.00183003,0.0522063,LWK,AFR
NA19461,2,2,59,1,0.0321506,-0.00302223,0.00101888,0.00209143,0.0524614,LWK,AFR
NA19462,2,2,56,2,0.0331508,-0.00387718,0.00133701,0.00131357,0.050786,LWK,AFR
NA19463,2,2,72,2,0.0317255,-0.00298664,0.000222906,0.000934484,0.0508071,LWK,AFR
NA19466,2,2,59,1,0.0314947,-0.00311589,0.000319823,0.00179669,0.0582735,LWK,AFR
NA19467,2,2,54,2,0.0315073,-0.00283658,0.000831485,0.00200761,0.055952,LWK,AFR
NA19468,2,2,44,2,0.0315169,-0.00350229,-0.000323609,0.00221247,0.0530855,LWK,AFR
NA19471,2,2,57,2,0.0318205,-0.00307761,0.00217307,0.00326289,0.0634787,LWK,AFR
NA19472,1,2,53,2,0.0313324,-0.00305502,0.00198876,0.00249093,0.0613743,LWK,AFR
NA19473,2,2,39,2,0.0315852,-0.00304251,0.00259481,0.00293754,0.0634535,LWK,AFR
NA19474,2,1,60,2,0.0315916,-0.0030046,0.0019953,0.00319566,0.0612668,LWK,AFR
NA19475,1,1,51,2,0.0319399,-0.00341525,0.000312912,0.00186469,0.0441172,LWK,AFR
NA19625,2,2,60,2,0.017882,-0.00297961,0.0128007,-0.0140712,0.0160329,ASW,AFR
NA19648,1,1,36,2,-0.0103386,0.0234439,0.0144913,0.0119971,0.00409335,MXL,AMR
NA19649,2,2,43,1,-0.0102996,0.016968,0.0194313,-0.00519398,0.00311724,MXL,AMR
NA19651,2,2,43,2,-0.00945886,0.0141577,0.0205058,-0.0102164,0.00475541,MXL,AMR
NA19652,2,2,53,1,-0.0100414,0.0142399,0.0213832,-0.0112512,0.00406061,MXL,AMR
NA19654,2,2,46,2,-0.0108684,0.00331065,0.0311846,-0.0410868,0.00592683,MXL,AMR
NA19655,2,2,47,1,-0.00983809,0.0126274,0.0224054,-0.0160831,0.0043928,MXL,AMR
NA19657,2,1,54,2,-0.0113058,0.00122569,0.0339055,-0.045642,0.00483098,MXL,AMR
NA19658,2,2,55,1,-0.0109091,0.0122861,0.0231431,-0.0173926,0.00308968,MXL,AMR
NA19661,2,2,36,1,-0.0109118,0.005292,0.0293902,-0.0335724,0.00560418,MXL,AMR
NA19663,1,2,51,2,-0.0103579,0.000645959,0.0324956,-0.044509,0.0072761,MXL,AMR
NA19664,2,2,63,1,-0.0104495,0.00374118,0.0290967,-0.0366579,0.00526245,MXL,AMR
NA19669,2,1,46,2,-0.011444,0.0114165,0.0231113,-0.0159649,0.00231719,MXL,AMR
NA19670,2,2,41,1,-0.0105823,0.00643744,0.0282078,-0.0330191,0.00283005,MXL,AMR
NA19676,2,2,69,1,-0.0105601,0.0134789,0.0227124,-0.0135472,0.0019805,MXL,AMR
NA19678,2,2,47,2,-0.00844989,0.0162822,0.0194791,-0.00551703,-0.00200033,MXL,AMR
NA19679,2,2,44,1,-0.00943725,0.0239074,0.0135424,0.0149391,0.00131777,MXL,AMR
NA19681,2,1,62,2,-0.0113688,0.00154284,0.0328162,-0.0447012,0.00494462,MXL,AMR
NA19682,2,1,48,1,-0.0118639,0.00584226,0.0287673,-0.034275,0.00622502,MXL,AMR
NA19684,2,1,65,2,-0.0118723,0.0144789,0.0223598,-0.0112479,0.00533591,MXL,AMR
NA19700,2,2,65,1,0.0267,0.00131916,0.00440454,0.00487155,0.0153163,ASW,AFR
NA19701,2,1,48,2,0.0271341,-0.000548273,0.00428633,0.00139779,0.0150653,ASW,AFR
NA19703,1,1,42,1,0.027645,0.000552017,0.00406199,0.00485325,0.019105,ASW,AFR
NA19704,2,2,47,2,0.0273459,0.000103119,0.00273386,0.00415484,0.0120832,ASW,AFR
NA19707,2,2,61,2,0.0220763,0.00323738,0.00485407,0.00619311,0.0172885,ASW,AFR
NA19711,1,1,60,1,0.0291813,-0.000710018,0.00369182,0.00333486,0.0123067,ASW,AFR
NA19712,2,2,34,2,0.0293537,-0.00103092,0.00347186,0.00308059,0.0139634,ASW,AFR
NA19713,2,2,39,2,0.0226863,0.00372786,0.00434775,0.0070966,0.0112415,ASW,AFR
NA19716,2,2,67,2,-0.0108588,0.00295362,0.0306314,-0.039416,0.00400924,MXL,AMR
NA19717,1,2,52,1,-0.0116825,0.00153714,0.0324233,-0.0456914,0.00426861,MXL,AMR
NA19719,1,2,57,2,-0.0098314,0.00824588,0.026908,-0.0272891,0.00344919,MXL,AMR
NA19720,1,2,39,1,-0.0112206,-0.00048676,0.0351149,-0.0508392,0.00545172,MXL,AMR
NA19722,2,1,59,2,-0.0109242,0.00629723,0.0279217,-0.0318676,0.00701002,MXL,AMR
NA19723,1,1,37,1,-0.00938558,0.00405522,0.0291105,-0.0356243,0.00567356,MXL,AMR
NA19725,2,1,61,2,-0.0103798,0.0114808,0.0245565,-0.0182045,0.0077168,MXL,AMR
NA19726,1,2,48,1,-0.0131599,0.000758666,0.0338376,-0.0486899,0.00715751,MXL,AMR
NA19728,2,2,60,2,-0.0150357,-0.0104006,0.0434223,-0.0824538,0.00527903,MXL,AMR
NA19729,2,2,49,1,-0.014588,-0.00928439,0.0435631,-0.0788865,0.0050234,MXL,AMR
NA19731,1,2,48,2,-0.0151018,-0.0116214,0.0452536,-0.0866557,0.00743145,MXL,AMR
NA19732,2,2,43,1,-0.0152231,-0.0111826,0.0461025,-0.0854914,0.00616796,MXL,AMR
NA19734,2,2,36,2,-0.0128361,0.00115618,0.0328999,-0.051111,0.000348689,MXL,AMR
NA19735,2,2,53,1,-0.0139824,-0.00792398,0.0405154,-0.0748488,0.00320661,MXL,AMR
NA19740,1,2,35,2,-0.0128556,-0.00464619,0.0374727,-0.0632506,0.00264459,MXL,AMR
NA19741,2,1,41,1,-0.0142414,-0.0074055,0.0408123,-0.0728826,0.00361094,MXL,AMR
NA19746,1,1,16,2,-0.0122484,-0.00215732,0.0350828,-0.0574516,0.00439706,MXL,AMR
NA19747,1,1,35,1,-0.0118237,0.00422841,0.0297753,-0.0405695,7.41238e-06,MXL,AMR
NA19749,1,1,41,2,-0.0108519,0.00704618,0.0212566,-0.0182684,-0.00191157,MXL,AMR
NA19750,2,1,53,1,-0.0104478,0.013742,0.0212225,-0.0144707,0.00166854,MXL,AMR
NA19752,1,2,53,2,-0.0116272,0.00560592,0.02897,-0.0372395,8.8764e-05,MXL,AMR
NA19755,2,2,31,2,-0.0113506,-0.00190845,0.0342062,-0.0548313,0.00157456,MXL,AMR
NA19756,1,2,65,1,-0.0100234,0.00481151,0.0275509,-0.0354508,5.24777e-05,MXL,AMR
NA19758,1,1,42,2,-0.0136313,-0.00471162,0.0384981,-0.0658344,0.00301478,MXL,AMR
NA19759,2,2,44,1,-0.0132464,-0.00414609,0.0377399,-0.0643882,0.00177446,MXL,AMR
NA19761,2,2,63,2,-0.0107183,0.00323802,0.0302023,-0.0419725,0.001919,MXL,AMR
NA19762,1,2,51,1,-0.0106938,0.000409852,0.0326288,-0.0502781,0.00304136,MXL,AMR
NA19764,2,1,46,2,-0.0100057,0.00977713,0.0241604,-0.0246213,-0.00300886,MXL,AMR
NA19770,2,1,39,2,-0.0102108,0.00872985,0.0251664,-0.0269584,0.00159053,MXL,AMR
NA19771,2,2,65,1,-0.0108939,0.00461146,0.0292799,-0.0374303,0.00117807,MXL,AMR
NA19773,1,2,53,2,-0.0108989,0.0102825,0.0236296,-0.0228803,0.00013282,MXL,AMR
NA19774,1,1,35,1,-0.0103138,0.00553688,0.0279278,-0.0345874,0.00251231,MXL,AMR
NA19776,1,1,43,2,-0.00846174,0.00550576,0.0261406,-0.0333662,0.00161499,MXL,AMR
NA19777,1,2,58,1,-0.00895044,0.00656631,0.0250937,-0.0288646,0.00212142,MXL,AMR
NA19779,1,2,34,2,-0.00999547,0.0129498,0.0207666,-0.0165515,0.00082728,MXL,AMR
NA19780,1,2,50,1,-0.0104942,0.0113845,0.0251582,-0.0224338,0.00224646,MXL,AMR
NA19782,2,2,50,2,-0.009711,0.00681114,0.0266261,-0.0327457,0.000562523,MXL,AMR
NA19783,1,1,48,1,-0.0132824,-0.00276215,0.0376686,-0.0619922,0.00325541,MXL,AMR
NA19785,1,2,50,2,-0.0114653,-0.0017886,0.0356966,-0.057154,0.00212416,MXL,AMR
NA19786,2,2,47,1,-0.0115801,0.00154942,0.0316364,-0.0450812,0.00233247,MXL,AMR
NA19788,2,1,62,2,-0.0114189,-0.000521366,0.0329062,-0.0500612,0.00608359,MXL,AMR
NA19789,1,2,47,1,-0.00937162,0.00699089,0.0241929,-0.0304723,0.00159775,MXL,AMR
NA19792,1,2,54,1,-0.00927458,0.0121281,0.0185836,-0.0184956,-0.0145693,MXL,AMR
NA19794,1,1,50,2,-0.0105025,0.0131081,0.0216311,-0.0163493,-0.00369172,MXL,AMR
NA19795,1,1,53,1,-0.010194,0.00545074,0.0281936,-0.036828,-0.0024028,MXL,AMR
NA19818,2,1,35,1,0.0219781,0.00365149,0.00515355,0.0056178,0.0130033,ASW,AFR
NA19819,1,1,49,2,0.0213094,0.00439973,0.0045461,0.00586863,0.0126777,ASW,AFR
NA19834,2,2,37,1,0.0233802,0.00326789,0.00397336,0.00636094,0.00944077,ASW,AFR
NA19835,1,2,56,2,0.0268882,0.000433427,0.003488,0.00464061,0.0208912,ASW,AFR
NA19900,2,2,42,1,0.0266002,0.00102207,0.0035921,0.00542861,0.0126498,ASW,AFR
NA19901,1,1,54,2,0.0303194,-0.00180916,0.00288289,0.00092221,0.0114572,ASW,AFR
NA19904,1,2,60,1,0.0262668,0.00147627,0.00413229,0.00481409,0.015282,ASW,AFR
NA19908,2,1,38,1,0.029296,-0.00043541,0.00388107,0.00385426,0.0183728,ASW,AFR
NA19909,1,2,42,2,0.0286771,-0.000893661,0.00404702,0.000390363,0.0135017,ASW,AFR
NA19913,2,2,55,2,0.0270264,-0.000131896,0.0014113,0.00215249,-0.00517979,ASW,AFR
NA19914,1,1,46,2,0.0210785,0.00471605,0.00506946,0.00484871,0.00699734,ASW,AFR
NA19916,1,1,45,1,0.0292637,-0.000799648,0.00260766,0.00304524,0.0139837,ASW,AFR
NA19917,1,2,59,2,0.0301964,-0.00113645,0.0029421,0.00239184,0.0108332,ASW,AFR
NA19920,2,2,61,1,0.0304392,-0.00143322,0.00284596,0.00371064,0.0151993,ASW,AFR
NA19921,2,1,58,2,0.0144282,0.00452805,0.00976935,-0.00152154,0.0112657,ASW,AFR
NA19922,2,2,63,1,0.0206892,0.0047988,0.00393926,0.00458821,0.00572445,ASW,AFR
NA19923,2,2,40,2,0.0170189,0.00790314,0.00420209,0.00658324,0.00590071,ASW,AFR
NA19982,2,2,31,1,0.0286624,-0.000523228,0.00300759,0.00398214,0.0134814,ASW,AFR
NA19984,2,2,61,1,0.0286228,-6.35241e-05,0.0021658,0.00164168,0.0128374,ASW,AFR
NA20126,2,1,44,1,0.020492,0.00467287,0.00431678,0.00474533,0.00645943,ASW,AFR
NA20127,2,2,38,2,0.0300846,-0.00117888,0.00226146,0.0018704,0.00787671,ASW,AFR
NA20274,2,1,51,2,0.000580494,-0.00269139,0.0227025,-0.0349073,0.00516864,ASW,AFR
NA20276,1,2,48,2,0.026181,0.00116429,0.00295028,0.00420626,0.0106284,ASW,AFR
NA20278,2,1,57,1,0.0111433,0.0120506,0.00642396,0.00873342,0.00672995,ASW,AFR
NA20281,1,1,25,1,0.0272457,0.00100952,0.00223167,0.00367411,0.0169771,ASW,AFR
NA20282,2,1,39,2,0.0223135,0.00361446,0.00462435,0.00280415,0.0103064,ASW,AFR
NA20287,2,2,56,2,0.0268834,0.000911067,0.00345736,0.00272065,0.00902979,ASW,AFR
NA20289,2,1,41,2,0.0245926,0.00273146,0.00265122,0.00409718,0.0107638,ASW,AFR
NA20291,1,2,40,1,0.0333641,-0.00358539,0.00156709,0.00131169,0.00527619,ASW,AFR
NA20294,1,2,45,2,0.0278484,8.03901e-05,0.00297892,0.00188741,0.0132783,ASW,AFR
NA20296,2,2,56,2,0.0244083,0.00209808,0.00353598,0.00344383,0.00361991,ASW,AFR
NA20298,1,2,50,1,0.0312024,-0.00250401,0.00160922,0.000620622,0.00905569,ASW,AFR
NA20299,2,1,57,2,0.00627338,-0.00471212,0.0212199,-0.03491,0.0107385,ASW,AFR
NA20314,2,2,44,2,-0.0138482,-0.000434622,0.0319391,-0.0476257,0.00658198,ASW,AFR
NA20317,2,2,58,2,0.0217641,0.00522022,0.00367408,0.00485638,0.00903351,ASW,AFR
NA20318,2,1,53,1,0.0216814,0.00355753,0.00395797,0.000440274,-0.00745112,ASW,AFR
NA20320,2,2,58,2,0.0296994,-0.00184025,0.000838072,0.000534439,-0.00383443,ASW,AFR
NA20321,2,1,45,2,0.024747,0.00213089,0.00233335,0.0033925,-0.00508008,ASW,AFR
NA20332,2,2,69,2,0.0249499,0.00211399,0.00340292,0.00317924,0.0149311,ASW,AFR
NA20334,1,1,42,2,0.0177011,0.00721488,0.00458955,0.0067595,0.00655146,ASW,AFR
NA20339,1,2,56,2,0.0290027,-0.00184071,0.00309116,-0.00167042,0.00720106,ASW,AFR
NA20340,2,2,70,1,0.0276847,0.00042331,0.00285126,0.00240952,0.0121298,ASW,AFR
NA20342,1,1,46,1,0.0163212,0.00735725,0.00595592,0.0068627,0.00719163,ASW,AFR
NA20346,1,1,58,1,0.0266509,9.25773e-05,0.00288065,0.00220434,0.00561676,ASW,AFR
NA20348,1,1,61,1,0.0274853,0.000441327,0.00254046,0.00306179,0.00978653,ASW,AFR
NA20351,2,1,49,1,0.0195756,0.00521308,0.00462412,0.00484589,0.00864661,ASW,AFR
NA20355,2,1,62,2,0.0257184,0.00137737,0.00198282,0.00339883,-0.00620375,ASW,AFR
NA20356,2,1,56,1,0.0284735,0.000178877,0.00270499,0.00249068,0.0114357,ASW,AFR
NA20357,2,2,70,2,0.0298367,-0.00136805,0.00133885,0.0019671,0.00869823,ASW,AFR
NA20359,1,2,59,2,0.0246639,0.00208688,0.00335497,0.00380881,0.00110554,ASW,AFR
NA20362,1,1,33,1,0.0243474,0.00240972,0.00173166,0.0025523,-0.0102507,ASW,AFR
NA20412,2,1,73,2,0.0233878,0.00171549,0.00449417,9.75354e-05,0.0118825,ASW,AFR
NA20502,1,1,60,2,-0.0107483,0.0263837,0.00785571,0.0178356,-0.00331471,TSI,EUR
NA20503,2,1,43,2,-0.010572,0.0270098,0.00919661,0.0179856,-0.00386761,TSI,EUR
NA20504,2,2,44,2,-0.0108078,0.0256696,0.00785612,0.0177121,-0.00820985,TSI,EUR
NA20505,2,2,51,2,-0.0101645,0.0269709,0.00907624,0.0184659,-0.00662835,TSI,EUR
NA20506,1,1,48,2,-0.0104605,0.0261477,0.00725298,0.0179571,-0.00599014,TSI,EUR
NA20507,1,1,52,2,-0.0102507,0.0264564,0.00718551,0.0177686,-0.0050285,TSI,EUR
NA20508,1,1,57,2,-0.0102717,0.0266596,0.00736234,0.0171679,-0.00637687,TSI,EUR
NA20509,1,1,50,1,-0.0103561,0.0264619,0.00825527,0.0178732,-0.00813173,TSI,EUR
NA20510,2,2,59,1,-0.0104263,0.0258877,0.00858893,0.0189376,-0.00859756,TSI,EUR
NA20511,1,2,56,1,-0.0104986,0.0257568,0.00781658,0.018375,-0.00639205,TSI,EUR
NA20512,1,2,47,1,-0.0105875,0.0262819,0.00829816,0.0185688,-0.0083533,TSI,EUR
NA20513,2,1,62,1,-0.0102553,0.0261692,0.00892294,0.0176038,-0.00551483,TSI,EUR
NA20514,1,1,61,2,-0.0105753,0.0265209,0.00826832,0.0186094,-0.00615812,TSI,EUR
NA20515,1,2,54,1,-0.0107964,0.0266882,0.00839818,0.0177208,-0.0055882,TSI,EUR
NA20516,2,1,48,1,-0.0103143,0.0260207,0.00779454,0.0184606,-0.00859354,TSI,EUR
NA20517,1,2,62,2,-0.0102616,0.0263884,0.00902982,0.0182699,-0.00808966,TSI,EUR
NA20518,1,1,50,1,-0.0106199,0.0266231,0.00884546,0.0175791,-0.00644479,TSI,EUR
NA20519,2,1,41,1,-0.0102816,0.0265269,0.00855937,0.0182738,-0.00672725,TSI,EUR
NA20520,1,1,41,1,-0.0103234,0.0267839,0.00847974,0.0195369,-0.00566397,TSI,EUR
NA20521,2,1,43,1,-0.0101599,0.0268353,0.00756313,0.0180043,-0.00899266,TSI,EUR
NA20522,2,2,54,2,-0.010499,0.026403,0.00802489,0.0174411,-0.00769791,TSI,EUR
NA20524,1,2,41,1,-0.0106975,0.0264666,0.00882936,0.0192193,-0.0056877,TSI,EUR
NA20525,2,2,45,1,-0.0101713,0.0265772,0.00787861,0.0186828,-0.00594103,TSI,EUR
NA20527,2,2,41,1,-0.0105364,0.0261032,0.00905746,0.018166,-0.00524444,TSI,EUR
NA20528,1,1,64,1,-0.0102828,0.0263082,0.00840977,0.0179978,-0.00542457,TSI,EUR
NA20529,1,1,49,2,-0.0102863,0.0265199,0.00880049,0.0185653,-0.0055015,TSI,EUR
NA20530,2,2,38,2,-0.0104721,0.0267188,0.00865258,0.018466,-0.00633847,TSI,EUR
NA20531,2,2,48,2,-0.0103831,0.0268546,0.00898794,0.0190417,-0.00833782,TSI,EUR
NA20532,2,1,55,1,-0.0104264,0.0262905,0.00854368,0.0179594,-0.00775541,TSI,EUR
NA20533,1,1,51,2,-0.0105414,0.0264012,0.00817572,0.0180062,-0.00823209,TSI,EUR
NA20534,1,2,51,1,-0.0103606,0.0263386,0.00833527,0.0181595,-0.00927631,TSI,EUR
NA20535,1,1,55,2,-0.0102536,0.0268552,0.00862332,0.0184513,-0.00735522,TSI,EUR
NA20536,2,1,55,1,-0.0107068,0.0265356,0.00803023,0.018432,-0.00660791,TSI,EUR
NA20538,1,1,64,1,-0.0103943,0.0264373,0.00911013,0.018214,-0.0075907,TSI,EUR
NA20539,1,2,52,1,-0.0103365,0.0266767,0.00731161,0.0189353,-0.00824198,TSI,EUR
NA20540,2,1,61,2,-0.010658,0.0266276,0.0083748,0.0177189,-0.00157793,TSI,EUR
NA20541,1,2,75,2,-0.01031,0.0270742,0.00865735,0.0183742,-0.00634032,TSI,EUR
NA20542,1,2,38,2,-0.0103718,0.0262996,0.0100751,0.0193448,-0.00596722,TSI,EUR
NA20543,2,1,46,1,-0.0103783,0.0262799,0.00919012,0.0187286,-0.00579481,TSI,EUR
NA20544,1,2,42,1,-0.0105416,0.0264051,0.00868291,0.0186207,-0.00727957,TSI,EUR
NA20581,2,1,35,1,-0.0105093,0.0263925,0.00966859,0.0190905,-0.00454639,TSI,EUR
NA20582,2,2,52,2,-0.0104137,0.026155,0.0103663,0.0190674,-0.00120935,TSI,EUR
NA20585,2,1,63,2,-0.0102932,0.0260513,0.00952458,0.0198524,-0.0042386,TSI,EUR
NA20586,2,2,51,1,-0.0104491,0.0268996,0.0104688,0.0195449,-0.00514401,TSI,EUR
NA20587,2,1,42,2,-0.0102457,0.0267801,0.00864456,0.0185214,-0.00865692,TSI,EUR
NA20588,2,2,48,1,-0.0102549,0.026344,0.00905785,0.0189762,-0.0051966,TSI,EUR
NA20589,2,1,59,2,-0.0102385,0.026483,0.0088117,0.0187669,-0.00693342,TSI,EUR
NA20752,1,2,44,1,-0.01039,0.0268506,0.00886136,0.0188393,-0.00423456,TSI,EUR
NA20753,2,2,54,2,-0.0104686,0.026113,0.00910124,0.0196579,-0.00591164,TSI,EUR
NA20754,1,1,67,1,-0.0105364,0.0259777,0.00936535,0.0185041,-0.0060186,TSI,EUR
NA20755,1,1,49,1,-0.0103533,0.026641,0.00862983,0.0195926,-0.00496387,TSI,EUR
NA20756,2,2,49,2,-0.0103028,0.0262159,0.00903668,0.0189217,-0.00476109,TSI,EUR
NA20757,1,1,50,2,-0.0104572,0.0259748,0.00959798,0.0198758,-0.00175919,TSI,EUR
NA20758,1,1,54,1,-0.0103779,0.0261293,0.00816368,0.019071,-0.00198949,TSI,EUR
NA20759,1,2,46,1,-0.0104998,0.0265326,0.00916512,0.0192424,-0.00388071,TSI,EUR
NA20760,1,1,36,2,-0.010629,0.0263413,0.00950425,0.0195936,0.00240446,TSI,EUR
NA20761,1,2,46,2,-0.0105978,0.0265468,0.00882607,0.0193739,-0.00399244,TSI,EUR
NA20762,1,2,52,1,-0.0105368,0.0268222,0.00836242,0.0189622,-0.00954847,TSI,EUR
NA20763,2,2,58,1,-0.0108136,0.0260978,0.00844058,0.0191777,-0.00742942,TSI,EUR
NA20764,2,2,58,2,-0.0103785,0.0260076,0.00924391,0.0190168,-0.0082864,TSI,EUR
NA20765,2,1,48,1,-0.0103639,0.0263738,0.00913558,0.0195729,-0.00588201,TSI,EUR
NA20766,2,1,54,2,-0.010224,0.0262899,0.00814136,0.0177647,-0.00459079,TSI,EUR
NA20767,1,1,52,1,-0.0105962,0.0260222,0.00828023,0.018515,-0.00824354,TSI,EUR
NA20768,2,1,36,2,-0.0104944,0.0268199,0.0093677,0.0177953,-0.00254403,TSI,EUR
NA20769,1,1,71,2,-0.0104522,0.026855,0.00997719,0.0186638,0.00059382,TSI,EUR
NA20770,1,1,62,1,-0.0102786,0.0264101,0.00802488,0.0174407,-0.00353997,TSI,EUR
NA20771,2,2,49,2,-0.0103369,0.0269602,0.0094959,0.0199192,-0.00105569,TSI,EUR
NA20772,1,1,61,2,-0.0105221,0.0267308,0.00934318,0.0194729,-0.00393151,TSI,EUR
NA20773,2,1,58,2,-0.0108449,0.0264482,0.00894913,0.0186181,-0.00208747,TSI,EUR
NA20774,2,1,51,2,-0.0103508,0.0264128,0.00865338,0.0186695,-0.00372514,TSI,EUR
NA20775,1,1,36,2,-0.0104808,0.0262734,0.00874138,0.0188125,-0.00106545,TSI,EUR
NA20778,2,2,57,1,-0.0103674,0.0268172,0.00955583,0.0198696,-0.00427196,TSI,EUR
NA20783,1,1,46,1,-0.0103647,0.0267318,0.00961203,0.0195193,-0.00251728,TSI,EUR
NA20785,1,2,57,1,-0.0104589,0.0265321,0.00928828,0.0197991,-0.00273301,TSI,EUR
NA20786,1,1,47,2,-0.0104045,0.0261827,0.00906933,0.0179913,-0.00389139,TSI,EUR
NA20787,1,2,26,1,-0.0103018,0.026625,0.00899931,0.0192486,-0.00276485,TSI,EUR
NA20790,2,2,48,2,-0.0103767,0.0269589,0.00924399,0.0203387,-0.00478746,TSI,EUR
NA20792,1,2,62,1,-0.0107375,0.0263352,0.0102803,0.0185857,0.00108473,TSI,EUR
NA20795,2,2,42,2,-0.0100672,0.0267322,0.00943277,0.0185279,-0.00268631,TSI,EUR
NA20796,2,2,52,1,-0.0104,0.0268435,0.0105132,0.0200189,0.00461812,TSI,EUR
NA20797,2,1,64,2,-0.0101663,0.0264087,0.00767758,0.017943,-0.00680162,TSI,EUR
NA20798,2,2,56,1,-0.0106005,0.0261369,0.00933232,0.0195641,-0.00128971,TSI,EUR
NA20799,1,2,72,2,-0.0105841,0.0263834,0.0100406,0.0202622,-0.00191554,TSI,EUR
NA20800,1,2,39,2,-0.0104685,0.0264755,0.0103617,0.01936,0.0021148,TSI,EUR
NA20801,1,2,62,1,-0.0103842,0.0265715,0.0104161,0.0196856,0.000949295,TSI,EUR
NA20802,2,1,44,2,-0.0103388,0.0259881,0.0108206,0.0210984,0.0053318,TSI,EUR
NA20803,2,1,41,1,-0.0104511,0.0270645,0.00986258,0.0196674,5.32058e-05,TSI,EUR
NA20804,1,2,52,2,-0.0103715,0.0265107,0.00938025,0.0199348,-0.00141487,TSI,EUR
NA20805,1,2,35,1,-0.0103343,0.0268321,0.0102817,0.0209148,-0.00213649,TSI,EUR
NA20806,2,2,44,1,-0.010351,0.0264983,0.00981569,0.0198587,0.000467227,TSI,EUR
NA20807,1,1,48,2,-0.0105799,0.0264303,0.0088361,0.0187216,-0.006093,TSI,EUR
NA20808,2,2,43,2,-0.010395,0.0260237,0.00841293,0.0185495,-0.00580638,TSI,EUR
NA20809,1,1,41,1,-0.0103569,0.0266464,0.00783557,0.0197524,-0.00879165,TSI,EUR
NA20810,2,2,40,1,-0.0103485,0.0266627,0.00846291,0.0175827,-0.00645217,TSI,EUR
NA20811,2,1,57,1,-0.0101438,0.0263994,0.00882295,0.0170854,-0.00774347,TSI,EUR
NA20812,2,2,59,1,-0.0106612,0.0263862,0.00859058,0.0171642,-0.00584036,TSI,EUR
NA20813,2,2,67,2,-0.0103931,0.0264416,0.0077882,0.0168362,-0.00803755,TSI,EUR
NA20814,1,1,35,1,-0.0101893,0.0262871,0.00849056,0.0180178,-0.00732784,TSI,EUR
NA20815,1,1,50,1,-0.0102806,0.0265115,0.00905334,0.0191021,-0.00859515,TSI,EUR
NA20818,1,2,53,2,-0.0105744,0.0262977,0.00801037,0.0178027,-0.00619075,TSI,EUR
NA20819,2,1,49,2,-0.0104983,0.0258954,0.00778782,0.0174342,-0.00752659,TSI,EUR
NA20821,1,1,55,2,-0.0103413,0.026064,0.008775,0.0160295,-0.0089338,TSI,EUR
NA20822,2,2,45,2,-0.0102251,0.0258023,0.0082611,0.0179817,-0.00897371,TSI,EUR
NA20826,1,1,54,2,-0.0105616,0.0266596,0.00781784,0.0178888,-0.00706906,TSI,EUR
NA20827,1,2,45,1,-0.0104674,0.0267305,0.00836927,0.0168088,-0.00130037,TSI,EUR
NA20828,2,1,47,2,-0.0102248,0.0262326,0.00801434,0.0179418,-0.00740509,TSI,EUR
NA20832,2,2,49,2,-0.010303,0.0260619,0.00877658,0.0168722,-0.00428899,TSI,EUR
NA20845,1,1,56,1,-0.0106893,0.00902558,-0.0303351,-0.0103083,0.00992462,GIH,SAS
NA20846,1,2,49,1,-0.0109388,0.00995941,-0.0297319,-0.0098342,0.0108291,GIH,SAS
NA20847,2,2,61,2,-0.0110957,0.00781524,-0.0363297,-0.014566,0.0165953,GIH,SAS
NA20849,1,1,52,2,-0.0108731,0.00808486,-0.0362878,-0.0134598,0.0151068,GIH,SAS
NA20850,1,2,65,1,-0.0112585,0.0118195,-0.0238384,-0.0064531,0.0105329,GIH,SAS
NA20851,1,1,55,2,-0.0110372,0.0073101,-0.0359451,-0.0123562,0.0162766,GIH,SAS
NA20852,2,2,54,1,-0.0112859,0.00919085,-0.0300688,-0.00937029,0.0111302,GIH,SAS
NA20853,1,1,58,2,-0.0108882,0.00771301,-0.0362001,-0.0148791,0.0153471,GIH,SAS
NA20854,1,2,59,2,-0.0111835,0.0100563,-0.0297151,-0.00899949,0.0111748,GIH,SAS
